name,blurb,goal,campaign_duration,latitude,longitude,category,subcategory,outcome,days_to_success
Expanding Farm to service the local Food Bank,"We are an operating, organic, hydroponic lettuce farm trying to expand our planting so we can serve our local Food Bank.",2500,30,19.445889,-155.844174,food,farms,0,0
Our Journey around the world,We want to document our lives and the lives of others we encounter around the world. Capture the world through the Lens.,33000,60,27.950575,-82.457178,photography,photobooks,0,0
Poly In The Cities Podcast Needs Professional Sound Gear,Help us raise money to buy professional recording gear to improve the quality of our podcasts!,1000,30,44.977753,-93.265011,publishing,radio & podcasts,0,0
"Broken Faith- ""World Away"" Music Video by Kasbo",A short film/ music video presenting the sport of skydiving in an epic and dramatic fashion!,35000,35.04166667,29.883275,-97.941394,film & video,action,0,0
A Walls Tale Musical,A Musical following the rise of a reluctant hero and the fall of a divide.,6000,30,48.135125,11.581981,theater,musical,0,0
PAROLEE PAINTERS,"I am creating a business that specifically  employs individuals in jail, soon to be released from jail, and those on probation/parole.",500,30,39.952584,-75.165222,art,painting,0,0
Kwame Baah | Admirable Handcrafted footwear from Ghana,"Improving lives by employing artisans in Ghana, West Africa to craft contemporary footwear with a traditional Ghanaian aesthetic.",5000,30,32.755488,-97.330766,fashion,footwear,0,0
YouKwoteMe.com - Reverse Auction Website for You to Builders,"YouKwoteMe.com is a website where you can post your job and builders will reverse bid, been self-funded, we need your help to expand",5000,20,52.486243,-1.890401,design,architecture,0,0
Literacy for Brooklyn Kids,Did you know that we are enriching the lives of Brooklyn kids through literacy and educational theater? We just need a little help.,10000,59.95833333,40.678178,-73.944158,theater,plays,0,0
SERENAâ€™S JOURNEY: An AFK Mini Series,"The adventures of a newly arrived healer into the world of AFK: The Webseries, who suddenly finds her abilities in great demand.",17000,31,-36.850883,174.764488,film & video,webseries,0,0
Edible West Michigan,A quarterly culinary magazine that celebrates the harvest and food ecosystem of West Michigan.,50000,30,42.96336,-85.668086,journalism,print,0,0
Betterâ€™n Your Momâ€™s Wireless Stereo Guitar Speaker & Display,Enjoy your music & smart devices & play guitar wirelessly. This Speaker beautifully displays your instrument & is awesome speaker art.,2000,30,34.019454,-118.491191,technology,sound,0,0
Hearty Salsa,I have been looking for ways to help people add Vegetables to their daily eating habits. my hearty Salsa has been a hit with everyone,60,30,43.234181,-86.248392,food,cookbooks,0,0
"""New Black Swing"" Fall Tour 2017","I am heading out on tour supporting ""New Black Swing"" this fall and need your support!",20000,30,47.606209,-122.332071,music,r&b,0,0
Social Music Platform Idea,"Social music website (like SoundCloud) but with a twist, for artist to help them get more listeners and fans to their music.",5000,30,36.059718,-86.671595,design,interactive design,0,0
Â¿Puedo automatizar una rata?,Experimento: domestica a tu rata para que te acompaÃ±e y facilite la vida en el hogar,17000,17,40.416775,-3.70379,film & video,experimental,0,0
A Whispered Siren,A Whispered Siren is a poetry based story about the growth of young men via tragedies and happenings between the ages of 10 and 25.,8500,30,33.748995,-84.387982,publishing,poetry,0,0
The Drums of Atlant,"The Drums of Atlant is an original science fiction series by AsteronX, following humanityâ€™s future over the coming three centuries.",20000,30,47.606209,-122.332071,film & video,science fiction,0,0
SnowCody's Travelling Snow Cone Stand,"A collapsible, portable, wooden snow cone stand I can take with me to popular city events like concerts and sports games to sell cones!",5000,23.93421296,29.901244,-81.312434,food,events,0,0
Cube Carrier board for Raspberry pi,Carrier board for integrating a raspberry pi and Cube Autopilot,3800,29.95833333,47.2501,-122.293732,technology,robots,0,0
Behind the Scars - Theory of (R)evolution,"Metal band in Decatur, Al looking to record their first cd.",750,45.04166667,34.604259,-86.995565,music,metal,0,0
Drone Foods Delivery,"Drone Foods Delivery. For current time of need when there is no food delivery, food stores with giant lines, the inability to get food",10000,30,34.052234,-118.243685,food,spaces,0,0
THE MEDITERRANEAN SONGS PROJECT,"An amazing mediterranean songs recording with a full orchestra, with promotional concert.You like Andrea Bocelli? You will love us!",34400,30.04166667,51.507218,-0.127586,music,classical music,0,0
Help Rod Get to Frisco for a Live Show!,"A live episode of the Alliance Football Podcast from the AAF Championship game in Frisco, Texas",1000,17.30648148,33.150674,-96.823612,journalism,audio,0,0
Katalpa Industries,Katalpa Industries is a clothing line and digital tool for everyday explorations aimed at kids age 6-12,64800,30,55.579053,13.01087,fashion,childrenswear,0,0
Bring jazz legend Peter BrÃ¶tzmann to Minneapolis,It'll be THE event of the year for the musically adventurous types. Don't miss this chance to bring Peter BrÃ¶tzmann to our fair city!,2100,21,44.977753,-93.265011,music,jazz,0,0
The Coffee Stories: a three-part investigative film,"Coffee production faces enormous challenges ahead of increased demand, climate change and government intervention. What's the future?",12500,7.289548611,51.507218,-0.127586,journalism,video,0,0
The Art of Empathy,Stations of Humanity is a large outdoor installation that consists of 8 live social experiments designed to teach people empathy.,60000,30,40.788645,-119.203018,art,installations,0,0
Solar Array Wind Turbine Coffee Maker,"Solar DC, Wind AC, pulsating DC amplifies AC. Current heats and pumps water to make coffee.",100,4,37.27528,-107.880067,technology,diy electronics,0,0
Universal Landscapes,"I have shot the world's events for decades, but nothing gives me greater joy than to photograph what nature has produced.",15000,29.95833333,41.823989,-71.412834,photography,nature,0,0
Johnson Family Produce,We are promoting a healthier life style at a better price. Fresh fruits and vegetables are so pricey in the stores now a day's. :),1500,30,28.161405,-81.601742,food,farmer's markets,0,0
NVS Designs opens a Screen Printing Shop,It's been my dream to have my own screen printing shop. What better time then the present to get started on this dream.,10000,37.18255787,37.774929,-122.419415,crafts,printing,0,0
Hot Drone,"A drone with electrical resistances on wheels structure. In avalanches it can helps to find lost people under snow, melting it faster",100000,30,41.902783,12.496365,technology,flight,0,0
Wire Box - Protect & Pull Every Spool,"No more tangles, broken spools, or wasted wire. The wYerBox guarantees smooth wire pulling for electricians everywhere!",10000,30,33.663844,-117.904743,technology,fabrication tools,0,0
Hound,A personal story with a mythological spin,3000,29.65486111,41.317452,-81.504777,film & video,fantasy,0,0
"""Where D'Ya Put Yer Willy?"" the movie & beyond - first steps","Feature film script leading to movie, shows and clubs",20000,45.04166667,51.507218,-0.127586,film & video,movie theaters,0,0
Sidekick Votive Candle: create your perfect scent,Creating a new one of a kind candle. You pick 2 scented votives and when you burn them they combine and make your scent.,1050,30,30.24,-81.39,crafts,candles,0,0
Hydro-Dome,Hydro-Dome is a portable saltwater filtration system that will provide fresh water to a large group while fitting inside a backpack.,15000,29.95833333,35.088696,-92.442101,design,civic design,0,0
Hooves for Hope,Adorable ceramic medallions imprinted by a barnyard rescue! Help create a sustainable future for a small town rescue operation.,10000,30,32.320423,-96.213031,art,ceramics,0,0
Yin and Yang: The Duality of Balance--A Mind Key Anthology,Art and writing exploring the dichotomy of the human experience and the duality that keeps the world turning,300,22.91606481,41.176762,-74.456545,publishing,anthologies,0,0
MINIMAL CANDIYCAB,"A new small-scale retro arcade cabinet inspired in real classic machines, easily customizable and compatible with Pi boards and others.",12000,30,37.389092,-5.984459,games,gaming hardware,0,0
Father and Child Reunion in Japan: August 12 - September 3,"We've not seen each other face-to-face in 4 yrs.  Dave's a 1LT in USAF, Tokyo.  We're making a video journal for all to enjoy!!!!",3000,33.74134259,35.754844,139.387475,film & video,family,0,0
DEMO - A Magazine by VZN Brand,"A Zine, turned two partâ€‹ Magazine. Focusing on culture and art, our magazine is pure content, all presented in two physical magazines.",3200,60.04166667,40.712775,-74.005973,publishing,zines,0,0
"DEATH TRAP : A paranormal, sideshow freak, grindhouse story!","Together with her fatherâ€™s ghost, Ollie and her adopted circus crime family are vengeance-bound in a '68 Mercury Cougar.",18000,29.46172454,40.712775,-74.005973,comics,graphic novels,0,0
Shakespeare Outdoor Theatre,Outdoor Shakespeare shows in the new forest by Double Trouble Theatre Company was founded in 2017 by Adam Baylis and Mack Newton.,5600,59.95833333,50.748764,-2.344479,theater,festivals,0,0
The Step-grower Hydroponic System,"A simple, self-watering hydroponic system I built that grows up to 16 plants in a fraction of the space, using a fraction of the time.",5000,30,41.256537,-95.934503,food,community gardens,0,0
Tsumami Zaiku: An Artisan's Guide to Modern Day Kanzashi,"Support TZArtisan to learn how YOU can make Japan's beautiful, fabric-made floral accessories, ""Tsumami Kanzashi"", the traditional way.",20800,30,37.727273,-89.21675,art,textiles,0,0
midwest nature portfolio,I have always had a passion for nature and especially capturing it on film. My goal is to travel to off beaten paths and film animals.,5000,27.55920139,39.099727,-94.578567,photography,animals,0,0
HelloHugs - Individual notecard printing and mailing service,Make your message memorable.  We'll print your message on a beautiful notecard and mail it to a recipient of your choice.,200,30,45.42153,-75.697193,crafts,stationery,0,0
Colette Couture,Colette Couture is an American Luxury Brand designed and manufactured in America. I'm creating an alternative to European High Fashion.,27000,30.04166667,45.515232,-122.678385,fashion,couture,0,0
"Autostereogram Puzzle ""SHOOM""",Assemble all parts together and find a secret message! Stoners will cry,66000,30.04166667,22.258759,114.19107,games,puzzles,0,0
The Balance Bound Planner,"Create order, set boundaries, and prioritize self-care in this planner focused on four areas of your life: work, self, others, and home",49300,30.74263889,39.916778,-75.387693,publishing,calendars,0,0
THE CIRQUE An Illuminating Surprise,THE CIRQUE IS AN ILLUMINATING NIGHT OF SURPRISE AND SUSPENSE. WE AIM TO CAPTIVATE YOU MINDS AND YOUR APPETITE WITH FANTASTICAL SHOW,350,30,51.280233,1.078909,theater,immersive,0,0
World's Loudest Month 2016: All Access,Acquire venture capital to make a movie documentary of World's Loudest Month Festivals covered: Feat. Evie Star Music & BlankTV.,20000,47.6740162,30.332184,-81.655651,film & video,festivals,0,0
Allison's Album,A blues album featuring original songs and a few classics.,15000,60,34.052234,-118.243685,music,blues,0,0
Aresty Online Marketplace for Artists and Products,"Platform for Ex-ETSY shops and other who want to express themselves and their products freely, No Start Up Fees, Great Customer Service",100,60,43.653226,-79.383184,technology,makerspaces,0,0
Los Amantes de Papel (The Note Lovers),"""Silvia comprendiÃ³ que era una conversaciÃ³n entre dos amantes.""/ ""Silvia realized that it was a conversation between two lovers.""",4000,28.04166667,40.416775,-3.70379,film & video,romance,0,0
Power Full G.E.O.D Green Energy On Demand by Inventors LLC,Renewable green energy that is pollution free for emergency power outages,16000,30,38.040584,-84.503716,technology,space exploration,0,0
Ion (Eye on) Earth - Sidewalk kiosk to link people worldwide,"HD interactactive kiosks to bring people together worldwide.  I am working to build the initial 2 portals. Future versions, 2 sided!",1200,59.95833333,36.072635,-79.791975,technology,camera equipment,0,0
Inspire a current Generation and Youth,Tyler and Brian with Destination Desolation are looking to share their passion and Knowledge of the outdoors and conservation,10000,29.94642361,38.896565,-121.07689,film & video,narrative film,0,0
Rosa's Knotted Roots,Rosa's Knotted Roots makes handcrafted knitted or crochet items.,2000,30,35.252842,-81.152698,crafts,crochet,0,0
Narrativ - Online-Magazin,"Online-Magazin ""Narrativ"" 0-Nummer Oktober ""Populismus"" Themen der Folgeausgaben Zentralasien, AufklÃ¤rung in Zeiten der Ignoranz,",1750,30,52.030228,8.532471,publishing,translations,0,0
Life of an Instagram Model,Best friends creating a short film taking you behind the scenes of what it's like to be an Instagram model.,10000,30,30.332184,-81.655651,journalism,photo,0,0
Bacon Across The Country,"I want to organize, host, and document a mini-bacon festival in several cities across the country, starting in my home state, Louisiana",3000,30,30.451468,-91.187147,food,bacon,0,0
Le Marquise Online Literary Magazine,"an Indianapolis, Indiana based Online literary magazine by CMJ Publications",25000,35,39.768403,-86.158068,publishing,literary journals,0,0
Matthews Customs,Transforming basic shirts and sweatshirts into masterpieces,1200,32,37.774929,-122.419415,crafts,embroidery,0,0
Liza + Willie Album,We are a bachata duet and need help to pay for our First Album.,15000,30,40.712775,-74.005973,music,latin,0,0
"Pest release: Tick, Lice, Bug Remover and protective Jacket","Pest release is specially formulated to 100% remove all Lice, Ticks, and parasitic bugs that land on your pets.",60000,40.04166667,43.653226,-79.383184,fashion,pet fashion,0,0
The Sunday Comics Are Back With Over 250 Creators & Pages!,The Sunday Comics is a new twist on the old traditional paper. We are bringing to you original content ranging from Comics to Classics!,75000,45.38152778,34.052234,-118.243685,comics,anthologies,0,0
Nijicon,Nijicon is an East Coast Comic Convention dedicated to highlighting the increasing presence of LGBTQ characters in comics and media.,15000,30,39.952584,-75.165222,comics,events,0,0
First album recording cost.,Solo musician trying to afford studio time to make and album of original songs. Soon to have some acoustic covers on YouTube.,2000,60.04166667,36.169941,-115.13983,music,punk,0,0
Homemade Knitted Harry Potter Scarves,Every single scarve is a Homemade Knitted Harry Potter Scarve!,250,27.37792824,53.349805,-6.26031,crafts,knitting,0,0
Jon Udry's ABC Tour,The ABC tour: 26 comedy-juggling shows in 26 different venues - chosen by YOU - each beginning with a different letter of the alphabet.,3500,30,51.454513,-2.58791,theater,spaces,0,0
"Obra de Teatro ""Feroz""","Hola amigos, soy Rebeca Herrera, soy actriz, mi sueÃ±o es emprender mi carrera aquÃ­ en Mexico y estoy a punto de cumplirlo con ""Feroz""",15000,30,30.840634,-115.283759,theater,comedy,0,0
Bridging Generations Through Dance,DWP's Second Annual Intergenerational Dance Project in collaboration with the apprentices  of the Canadian Contemporary Dance Theater,5000,60,43.653226,-79.383184,dance,workshops,0,0
"""Don't be a f*cker, Phillip"" book",I wrote a book that represents all the things f*ckers do.  The book is a cautionary tale for all those Phillips.,1500,45,40.760779,-111.891047,publishing,comedy,0,0
RammDance - A New Modern Dance Company in Hawaii!,"RammDance is a new non-profit modern dance company on Oahu, bringing joy, beauty, and passion into people's lives through dance!",3000,51.43327546,21.306944,-157.858333,dance,spaces,0,0
Capturing Life's Moments,Crafts used to save the day by helping hire the dream team photographers to capture and create lasting memories of our wedding!,5000,60.04166667,51.044733,-114.071883,crafts,glass,0,0
d'une terre Ã  l'autre,DÃ©veloppement d'une ligne  de vaiselle en porcelaine avec particularitÃ© d'une monocuisson et emaux naturel,5000,30,50.632557,5.579666,crafts,pottery,0,0
Bossy Pets: Quilts for pets,Handmade Quilts for pets and furry friends.,3000,30,33.830296,-116.545292,crafts,quilts,0,0
Rainbow Deer Plush Soft Toys,A campaign to bring Rainbow Deer & Pastel Deer medium plush soft toys to life!,6000,16.99201389,50.719164,-1.880769,design,toys,0,0
Coveting Unique Beading Supplies,"I've always dreamed of starting my own Jewellery business & since having a baby, I want to stay at home & make that dream a reality!",800,27,-32.928271,151.78168,crafts,weaving,0,0
Elle s'appelait Poison,"Un livre inspirÃ© de faits rÃ©els abordant les problÃ©matiques actuelles. Drames familiaux, marginalisation sociale, violences conjugales.",2500,36.72799769,48.856614,2.352222,publishing,literary spaces,0,0
Joe Alexander: 40 Years of Sign Painting,Joe Alexander is a sign painter with 40 years of experience. We are making a book to document and celebrate his work.,5166,30,36.066242,-94.157853,design,typography,0,0
Art & Coach Como mon amour,Launch of unique craft creations of personalized art souvenirs from Como lake and a space for research on creativity,4700,32.05909722,44.316792,8.396494,art,social practice,0,0
Beer Pong for Couples,"A sexy beer pong game for couples, complete with stripping, sexy dares, and of course, stripping.",1500,30,39.739236,-104.990251,games,playing cards,0,0
The Humble Defender.,"Designed by Lester Jordan, a Black Canadian Psychonaut Pyrography Illustrator.",500,14,42.984923,-81.245277,fashion,apparel,0,0
The Dynamite Duo,"The Dynamite Duo is a comic children's musical project dealing with bullying, stranger danger, self esteem,social and safety issues.",20000,30,-33.86882,151.209295,music,kids,0,0
True Facts About The Three-Legged Dog,The three-legged dog named Griffin needs his third video to come to fruition. Making the first two were costly. Want to see a trilogy?,500,30,38.252665,-85.758456,art,video art,0,0
"Obra de Teatro ""Reflexiones en la vida de una mujer""",PresentaciÃ³n teatral que muestra los diferentes maltratos que sufre una mujer durante su vida y las consecuencias que estos tienen,50000,40,19.009487,-98.998253,theater,experimental,0,0
AVANI: ORIGINS #1 Comic Book,The vivacious vixen from the hit indie comic series Nyobi returns! Avani is on a rip-roaring rampage of revenge and no one is safe!!,2450,29.95833333,46.087817,-64.778231,comics,comic books,1,29.95833333
MAKE 100: MILES TO GO,"100 limited edition letterpress prints celebrating Robert Frost's beloved poem, ""Stopping by Woods on a Snowy Evening.""",2500,14.426875,40.712775,-74.005973,publishing,letterpress,1,14.426875
"Jack Rabbit: A fun, platforming puzzle game (Greenlight Fee)",Jack Rabbit must venture into the world on a quest to save his dying mother. Help fund this and future projects on Steam Greenlight!,125,30,43.255721,-79.871102,games,video games,1,30
Crazy Taco,Start a new day at the mexican fast food restaurant. Do not lose popularity and deal with all the customers and issues that may happen.,4300,18.45493056,40.416775,-3.70379,games,tabletop games,1,18.45493056
17 Pieces,"17 Pieces is a collection of short stories, or pieces, about various types of love and the impact they have on us.",975,49.67582176,51.507218,-0.127586,publishing,nonfiction,1,49.67630787
Daddy's Girl - Short Film,A short film about the unnerving relationship between a girl and her father.,800,25,38.252665,-85.758456,film & video,shorts,1,25
Letters To Abigail's Sophomore Album,"Lovingly crafted songs, driven by harmonies and passion.",15000,35.01736111,35.595058,-82.551487,music,country & folk,1,35.01736111
Make/100: Hand-drawn Berlin Postcards,Iâ€™m illustrating 100 unique black & white Berlin postcards,100,30,52.520007,13.404954,art,illustration,1,30
"ThÃ©os Cap, cientos de diseÃ±os en una gorra.",Gorras modulares con la capacidad de intercambiar los logotipos.,1500,35.55376157,24.809065,-107.394012,fashion,accessories,1,35.55377315
Franky's Pillow,Personalized pillow that fits every type of sleeper!,10000,45,52.367573,4.904139,design,product design,1,45
Harold Lou Rescues Too!,A children's book about a special chihuahua that gives rides to rescue other rescue animals.,5000,30.04166667,41.885032,-87.784503,publishing,children's books,1,30.04166667
The Bergamot is Making a Record,Our goal is to raise $30K to fund a full-length record.,30000,35.49913194,40.678178,-73.944158,music,indie rock,1,35.49914352
Glass Frames Debut Album: Madrugada,Alternative Rock band with nods to Punk and Progressive Rock recording album with cathartic spiritual and socio-politcal themes.,6600,30,47.606209,-122.332071,music,rock,1,30
LIFEÂ·LOVEÂ·DOGS - A Documentary,"Heartwarming, inspiring documentary that explores the unbreakable bonds we share with our dogs & how humans and dogs rescue each other.",45000,40,34.052234,-118.243685,film & video,documentary,1,40.00001157
"First Dates, Last Calls: Short Stories by Alexandra Erin",The first print collection of short stories from Alfie Award-winning author Alexandra Erin.,1000,60,39.641763,-77.719993,publishing,fiction,1,60.00001157
Jingletrek 2020: Nashville,The Littles are taking Jinglefest on the road in June 2020! Be a part of the 2020 celebration & support this project today.,7500,40.23344907,38.830391,-77.19637,music,comedy,1,40.23344907
Cascade Youth Dance: Commonwealth,Please support our trip for the CASCADE YOUTH COLLECTIVE to participate at the Commonwealth Youth Dance Festival in Glasgow this July!,1000,34.95865741,55.864237,-4.251806,dance,residencies,1,34.95865741
"""My Nintendo Loves Me"" (Quasi-Chiptune EP)",RAWK to my artsy pseudo-chiptune seven-song EP made from game sounds and my voice!!! Lyrics from MY NINTENDO LOVES ME Tumblr! OKAY!,2600,31.04166667,32.715738,-117.161084,music,chiptune,1,31.04168981
Hands-Free Reusable Shoe Cover Step in Sock: Founded in USA,"Reusable automatic shoe cover made with water resistant, durable, synthetic leather that keeps floors and shoes protected.",8000,35,35.227087,-80.843127,technology,wearables,0,0
Advanced DCC model railroad control,A 21st Century DCC model railroad control system with internet connectivity and  machine vision layout navigation.,10000,60,36.208294,-115.983915,technology,gadgets,0,0
Mesh Web - Rebuild the Web,The control of the internet should lie with the people! Let us take back internet and build it upon our interconnectedness!,1000000,30,40.712775,-74.005973,technology,web,0,0
Stride Ball,A game that involves the same rules as basketball except for no running. It gives older basketball players a chance to relive the game.,150000,30,35.350143,-80.200058,art,performance art,0,0
"Building Material Marketplace App - Hunt, Buy, Save, Build","An app to compliment the recently launched website, UK's Building Material Marketplace, all your building needs in one place.",110000,30,51.580559,-0.341995,technology,apps,0,0
KILOS.,"Love, death, and violence.",5000,44.31630787,28.078072,-82.763713,film & video,thrillers,0,0
"Faith, Love, and Seven Miracles sung by Cathy Speer",Do you love uplifting music?Then pre-order your CD today! 11 songs of hope and strength to bring you joy and peace. And pass it on!,19000,31.37534722,45.520144,-122.989842,music,faith,0,0
Uncrafted Territory Brewing Co.,"As the first nanobrewery to the area of Beaver Dam, KY, our focus is friends, family, community and great craft beer!",20000,30,37.771907,-87.111168,food,drinks,0,0
A mobile Sugarcane Juice & Indian Street Food Experience,Baba Ji Juice: A sugarcane juice & food experience bringing the savory sweetness of India to California.,5000,30,38.581572,-121.4944,food,food trucks,0,0
"Fusing Italian & Portugese cuisine in Sarasota, Fl",A First for Sarasota!,50000,60,27.336435,-82.530653,food,restaurants,0,0
"Akreacha produces their debut EP ""The Collections EP""","The tag team duo, akreacha, invites you to help them complete their debut EP, ""The Collections EP"".",4000,29.99969907,30.267153,-97.743061,music,electronic music,0,0
'The Last Sin' Senior BFA Art Exhibit,"â€œThe Last Sinâ€ is the title of my senior exhibit at George Mason University. It will explore our mortality as a species, sin, & the nature of God.",1600,32,38.846224,-77.306373,art,digital art,0,0
Apple Watch Development Course,Learn to build 10+ Applications in this complete Apple Watch Development Course! Includes all you need to know about Xcode and Swift!,1000,30,47.673988,-122.121512,technology,software,0,0
VOLTARA: BATTLE FOR THE GALAXY,WE ARE MAKING A WEEKLY ANIMATED SERIES. BASED ON MY BOOK. IT IS SCIF/FANTASY WITH ACTION AND DRAMA.,1500,35.01167824,27.495592,-81.440907,film & video,animation,0,0
"Let's Get Clean, Naturally and Organically, NOT Chemically!",I will be creating homemade soaps and bath products that are made from all natural and organic products. No harmful chemicals.,5000,21,34.5037,-93.055179,crafts,diy,0,0
"WhyRoute. Redundant, Secure and easy setup with support.",I have worked in IT for 20+ years and have recognised the need for an all in one router simple to setup for business and home use.,22000,45,56.394994,-3.430838,technology,hardware,0,0
Granja : AquÃ­ caben todos,"Mi idea es crear una especie de refugio para cualquier tipo de animal abandonado, donde podrÃ¡ vivir y comer hasta esperar una adopciÃ³n",60000,41.80724537,41.21967,1.534307,crafts,woodworking,0,0
Constitutional Path to Liberty,"Our weekly TV show will highlight prominent media events, viewer questions, the Constitution, and more, all in the context of liberty.",12000,30,35.79154,-78.781117,film & video,television,0,0
"Shiny Spoons - Rich, Smooth, Delicious Desserts. GF, V","Gluten-Free, Vegan desserts, that anyone can enjoy any time of  day and night. 100 -120 cal, superfood treats for body and soul.",30000,30,39.290385,-76.612189,food,vegan,0,0
Printing photo for my photo trip with my girlfriend and dog,"As a freelance photographer, its hards to raise found for my dream photo project. I wish making a road trip from MontrÃ©al/California.",5000,60,45.501689,-73.567256,photography,people,0,0
"Conflicting Demon, a story written by David Pena","Finally turning 16, Cain is about to embark on a journey to bind a spiritual creature to his soul in the fantasy realm.",1000,20,28.538383,-81.378927,publishing,young adult,0,0
Design is Kinky 20th Anniversary Book,A book to celebrate the 20th Anniversary of the iconic Design is Kinky website.,42000,30.04166667,-33.86882,151.209295,publishing,art books,0,0
Organic Baby,Affordable organic baby food for the communities.,50,30,30.438256,-84.280733,food,small batch,0,0
Dollicon,"Doll up your wardrobe with Dollicon accessories. This is personalised only for you. Make it yours, make it magical!",100,30,51.23622,-0.570409,fashion,jewelry,0,0
Weathered Beard,"Weathered Beard is like a raging bonfire. We bring people together with live storytelling, amazing photos and a radio podcast.",6000,30,44.763057,-85.620632,publishing,periodicals,0,0
Travel and Landscape Photography in Patagonia,Two best friends trying to get themselves a new camera lens and tickets to Patagonia to build up our photography portfolios!,3000,30,-51.253257,-72.351677,photography,places,0,0
HI-5 Genocide,"I am writing, performing, & producing a CD (album) of fresh original songs.",2500,60.04166667,37.338208,-121.886329,music,hip-hop,0,0
"Boxy Break 2, the sequel that noone wants.",Develop Boxy Break 2 for iOS and Android.,15000,30,41.878114,-87.629798,games,mobile games,0,0
Horses and Bayonets,An inside joke for America. This subtle meme inspired by the 3rd presidential debate is sure to start a conversation or get a laugh.,7500,30.04166667,39.802764,-105.087484,design,graphic design,0,0
That's What's Up: A podcast by three broke college students,Our podcast is in need of a decent microphone in order to improve the sound quality for our listeners.,60,30,42.280826,-83.743038,film & video,comedy,0,0
Sunny Day Rain,"Please help support the Arts,Culture and Freedom of expression through music. Any contribution is greatly appreciated.Roots Rock Reggae",1000,30,35.084386,-106.650422,music,world music,0,0
"D|M ""V"" Gent & Gem Casual Collection","D|M ""V"" Gent & Gem Casual Collection. Our first couple and casual set, perfect for every day wear. All clothing made in Chicago, IL",2000,35,41.878114,-87.629798,fashion,ready-to-wear,0,0
Go Go: A Fan Made Power Rangers Artbook,A Fan made artbook based on The Mighty Morphin Power Rangers,6200,45.04166667,37.540725,-77.436048,art,conceptual art,0,0
PAPER DOLL/MuÃ±eco de Papel,muÃ±eco realizados de papel reciclado,1800,30,40.690137,-73.856609,art,sculpture,0,0
FRGNLAND | Travel Hub for young adults worldwide,A collective of young explorers from across the globe inspiring young adults to travel more. We want to create a youth travel culture!,25000,30,51.507218,-0.127586,journalism,web,0,0
The Mystic,Two College Freshman seek the Guidance of a Mystic.  What they find is not what they intended,1000,29.87521991,40.78306,-73.971249,film & video,horror,0,0
Great Lakes Memorial monument dedicated to all who perished,Want a monument on Lake Michigan near the Mackinac Bridge where family's who have lost a loved one in the water can visit and remember.,37500,28.6346412,45.777499,-84.727146,art,public art,0,0
Art Craft Emaculate Ent.,"I am a Up and Coming Video Director looking to bring ""All Talented Artist"" whether Rock&Roll, Hip-Hop, R&B, visions to Life/Reality!!!",10000,30.04166667,37.916133,-122.310765,film & video,music videos,0,0
"Thingy Bot 3D Printer: A Large, Low Cost, ABS/ PLA Printer","3D Printers are either small or expensive, the Thingy Bot 3D Printer is a fully-assembled, low cost, large printer for everyone.",15000,45,41.408969,-75.662412,technology,3d printing,0,0
"""Power Rangers Legend of the Dragon""","The 90's greatest super hero team returns to face their most lethal adversary, in this 3 part motion comic series.",500,30,28.034185,-82.665099,comics,webcomics,0,0
Birthing Jack and Jill: an urban fairytale,An independent feature film,100000,23.69895833,39.290385,-76.612189,film & video,drama,0,0
Drawing Project - Pencil + Pyrograpghy Wood Burning Artwork,Moiimran's Pyrograpghy art (Burning on Wood) and Graphite Pencil artwork - Includes Originals and Prints,700,40,52.486243,-1.890401,art,mixed media,0,0
Level Up Gaming Cafe,Looking to open a gaming cafe in the chicagoland area.  A cafe focused on community and helping kids!!!!!,65000,30,42.241134,-88.316196,games,live games,0,0
Best Memory Learning System,"The most fun and effective way to learn Japanese vocabulary, period. No really, it is...",2500,30,36.169941,-115.13983,publishing,academic,0,0
Surrealistic Images,Help me bring my art to life. My project is to bring my art to a much larger audience. Your help will make it all come true.,6000,30,41.445927,-74.422934,photography,fine art,0,0
MAUI WILD - Maui Premium Coffee,Coffee your way through with Maui Premium Coffee!,2000,37,21.451331,-158.015281,food,farms,0,0
American Confines vol 1: Cincinnati in 52,"This is a photo essay to bring the viewer the personality of Cincinnati, neighborhood by neighborhood. 52 neighborhoods in 52 weeks.",17500,29.90899306,39.103118,-84.51202,photography,photobooks,0,0
Debut Album for Jackson Krecioch,"We are going to record and release Jackson Krecioch's debut album, by crowdfunding every aspect of the record and process",50000,60,40.712775,-74.005973,music,pop,0,0
BIGFOOT (feature film) - Part One of The Legends Anthology,"Here we go! We're making a BIGFOOT film unlike any other! So, ""How BIG can we make it?"" We need your help! READ MORE BELOW!",200000,31.04462963,42.241134,-88.316196,film & video,action,0,0
Christmas Ain't A Drag - A Musical,Falling in love at Christmas should never be a drag! A rocking musical about four lives intersecting at a nightclub at Christmas.,5000,58.39576389,39.099727,-94.578567,theater,musical,0,0
Oil Paint Landscapes!  Normal Art for Normal People,Oil paint landscapes on canvas using the wet-on-wet style that was largely popularized by Bob Ross.  Help me afford this hobby!,75,15,40.440625,-79.995886,art,painting,0,0
Made4Vegans the ultimate Vegan Company,Made4Vegans the ultimate Vegan Not Contaminiting Earth Healer Company,60000,20,38.345996,-0.490685,fashion,footwear,0,0
Help Rebuild Saint Charles Church,Rebuilding Saint Charles Church,300000,60,40.712775,-74.005973,design,architecture,0,0
